,event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
85,666,e<*>: eth<*>: e<*>_probe: Intel(R) PRO/<*> Network Connection,e: eth: e_probe: Intel(R) PRO/ Network Connection,e_probe Intel(R) PRO/ Network Connection,eprobe,SYSTEM MODULE,Intel(R) PRO/ Network Connection,OBJECT,none,none,,Intel(R) PRO/ Network Connection,OBJECT,Intel(r)Pro/NetworkConnection,none,448,True,The log message indicates a kernel error during the panfs mount process.
86,266,kernel: Intel(R) PRO/<*> Network Driver - version <*>.<*>.<*>-k<*>-NAPI,kernel: Intel(R) PRO/ Network Driver - version ..-k-NAPI,Intel(R) PRO/ Network Driver version,Intel(R) PRO/ Network Driver,SYSTEM MODULE,none,none,none,version,,Intel(R) PRO/ Network Driver,SYSTEM MODULE,Shutdown,none,153,True,"The log message indicates a kernel execution process, which can be considered abnormal depending on the context of the system."
87,656,Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>,Intel(R) Xeon(TM) CPU .GHz stepping ,Intel Xeon CPU stepping,Intel(R) Xeon(TM) CPU,SYSTEM MODULE,stepping,OBJECT,none,none,,Intel(R) Xeon(TM) CPU,SYSTEM MODULE,Intel(r)Xeon(tm)Cpu,none,397,False,The log message indicates a normal execution process.
88,223,<*> Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>, Intel(R) Xeon(TM) CPU .GHz stepping ,Intel(R) Xeon(TM) CPU stepping GHz,Intel(R) Xeon(TM) CPU,SYSTEM MODULE,GHz,OBJECT,stepping,none,,Intel(R) Xeon(TM) CPU,SYSTEM MODULE,Intel(r)Xeon(tm)Cpu,Stepping,94,False,"The log message is a generic kernel message, which does not indicate any specific abnormality."
89,385,<*> Internet Systems Consortium DHCP <*> V<*>.<*>.<*>, Internet Systems Consortium DHCP  V..,Internet Systems Consortium DHCP V..,Internet Systems Consortium DHCP,SYSTEM MODULE,none,none,none,none,,Internet Systems Consortium DHCP,SYSTEM MODULE,InternetSystemsConsortiumDhcp,none,49,False,"The log message indicates that the Server Administrator is starting, which is a normal execution process."
90,1115,"Kernel command line: ro root=LABEL=/ tsc nousb console=ttyS<*>,<*> rhgb quiet","Kernel command line: ro root=LABEL=/ tsc nousb console=ttyS, rhgb quiet",Kernel command line,Kernel,SYSTEM MODULE,command line,OBJECT,none,none,,Kernel,SYSTEM MODULE,Kernel,none,1160,False,"The log message indicates that the Server Administrator startup process is complete, which is a normal execution process."
91,168,kernel: Kernel <*> <*> <*>,kernel: Kernel   ,Kernel system module,Kernel,SYSTEM MODULE,none,none,none,none,,Kernel,SYSTEM MODULE,Kernel,none,500,False,The log message indicates a successful execution process.
92,845,"Kernel command line: root=LABEL=/ initrd=/x<*>_<*>/initrd-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr-admin console=tty<*> console=ttyS<*>,<*> fastboot BOOT_IMAGE=/x<*>_<*>/vmlinuz-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr","Kernel command line: root=LABEL=/ initrd=/x_/initrd-..-...EL-lustre-..-perfctr-admin console=tty console=ttyS, fastboot BOOT_IMAGE=/x_/vmlinuz-..-...EL-lustre-..-perfctr",Kernel command line configuration,Kernel,SYSTEM MODULE,command line,OBJECT,none,none,,Kernel,SYSTEM MODULE,Kernel,none,398,False,The log message does not indicate any abnormalities in the execution process.
93,967,atkbd.c: Keyboard on isa<*>/serio<*> reports too many keys pressed.,atkbd.c: Keyboard on isa/serio reports too many keys pressed.,Keyboard reports too many keys,atkbd.c,SYSTEM MODULE,Keyboard,OBJECT,reports,error,,Keyboard,OBJECT,Keyboard,Register_security,563,True,"The log message indicates a PCI related kernel issue, which could be abnormal depending on the context and expected behavior."
94,727,<*> Kickstart Install: Setup to become a Tbird SQE/Build-Test node, Kickstart Install: Setup to become a Tbird SQE/Build-Test node,Kickstart Install setting up Tbird SQE/Build-Test node,Kickstart Install,SYSTEM MODULE,Tbird SQE/Build-Test node,OBJECT,setup,none,,Kickstart Install,SYSTEM MODULE,KickstartInstall,Setup,964,True,"The log message contains SELinux which indicates a security feature, and could potentially be related to abnormal execution processes."
95,621,-- #<*>#[<*>]: LOGIN ON <*> BY #<*>#,-- ##[]: LOGIN ON  BY ##,LOGIN ON BY,LOGIN,SYSTEM MODULE,none,none,none,none,,LOGIN,SYSTEM MODULE,Login,none,557,False,The log message does not indicate any abnormal execution process.
96,663,<*> FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure, FAILED LOGIN  FROM (null) FOR  Authentication failure,Failed login authentication,(null),SYSTEM MODULE,LOGIN,OBJECT,Authentication failure,failed,,LOGIN,OBJECT,Login,AuthenticationFailure,496,False,"The log message seems to be a standard kernel interrupt message, indicating a normal execution process."
97,1002,#<*>#[<*>]: LOGIN ON tty<*> BY #<*>#,##[]: LOGIN ON tty BY ##,Login on tty,LOGIN,SYSTEM MODULE,tty,OBJECT,login,none,,LOGIN,SYSTEM MODULE,Login,Register,555,True,"The log message indicates network configuration or connection issues, which could be abnormal depending on the context of the execution process."
98,565,-- root[<*>]: ROOT LOGIN ON <*>,-- root[]: ROOT LOGIN ON ,ROOT logging in on LOGIN,ROOT,SYSTEM MODULE,LOGIN,OBJECT,logging in,none,,LOGIN,OBJECT,Login,Register,492,False,The log message indicates a successful execution process
99,238,kernel: Linux agpgart interface v<*>.<*> (c) Dave Jones,kernel: Linux agpgart interface v. (c) Dave Jones,Linux agpgart interface,Linux,SYSTEM MODULE,agpgart interface,OBJECT,interface,none,,Linux,SYSTEM MODULE,Linux,Interface,155,False,The log message seems to be a standard kernel log message indicating page allocation in a zone.
100,785,Linux agpgart interface v<*>.<*> (c) Dave Jones,Linux agpgart interface v. (c) Dave Jones,Linux agpgart interface,Linux,SYSTEM MODULE,agpgart,OBJECT,interface,none,,Linux,SYSTEM MODULE,Linux,Register_security,399,True,"The log message indicates a denial of access control, which is abnormal behavior in the execution process."
101,812,Linux version <*> <*> (gcc version <*>.<*>.<*> <*> (Red Hat <*> #<*> SMP <*> <*> <*> <*>:<*>:<*> <*> <*>,Linux version   (gcc version ..  (Red Hat  # SMP    ::  ,Linux version information,Linux,SYSTEM MODULE,version,OBJECT,none,none,,Linux,SYSTEM MODULE,Linux,none,400,False,"The log message indicates that the execution process of gmond succeeded, which is a normal outcome."
102,384,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_mlock.c[<*>]: unlock_it: unknown error (-<*>),kernel: MOSAL(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxsys/obj_host_amd_custom_rhel/mlxsys/mosal_mlock.c[]: unlock_it: unknown error (-),MOSAL unlock_it with unknown error,MOSAL,SYSTEM MODULE,none,none,unlock_it,unknown error,,MOSAL,SYSTEM MODULE,Mosal,Register_security,1195,False,The log message does not indicate any abnormal execution process
103,52,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c[<*>]: dump iobuf at <*> :,kernel: MOSAL(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxsys/obj_host_amd_custom_rhel/mlxsys/mosal_iobuf.c[]: dump iobuf at  :,MOSAL dump iobuf,MOSAL,SYSTEM MODULE,iobuf,OBJECT,dump,none,,MOSAL,SYSTEM MODULE,Mosal,Register_security,884,True,The log message format is not consistent with normal execution processes
104,53,kernel: MOSAL(<*>): <*> mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c:<*>: MOSAL_mlock_iobuf failed - <*>,kernel: MOSAL():  mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxsys/obj_host_amd_custom_rhel/mlxsys/mosal_iobuf.c:: MOSAL_mlock_iobuf failed - ,MOSAL_mlock_iobuf failed,MOSAL,SYSTEM MODULE,iobuf,OBJECT,mlock,failed,,MOSAL,SYSTEM MODULE,Mosal,Register,886,True,"The log message indicates that an existing IB node GUID and LID were removed, which is not a normal execution process."
105,755,Vendor: MegaRAID Model: LD <*> RAID<*> <*>G Rev: <*>A,Vendor: MegaRAID Model: LD  RAID G Rev: A,Vendor MegaRAID information,Vendor,SYSTEM MODULE,MegaRAID,OBJECT,none,none,,MegaRAID,OBJECT,Megaraid,Register_security,437,True,"The log message indicates that a peer has disconnected from the SNMP service, which could be a sign of abnormal behavior or a potential issue with the SNMP service."
106,811,"Memory: <*>k/<*>k available (<*>k kernel code, <*>k reserved, <*>k data, <*>k init)","Memory: k/k available (k kernel code, k reserved, k data, k init)",Memory available,Memory,SYSTEM MODULE,none,none,none,available,,Memory,SYSTEM MODULE,Memory,Register_security,402,True,"The log message indicates too many open files in the system, which is a common indicator of abnormal execution process."
107,709,mysqld: <*> MySQL: succeeded,mysqld:  MySQL: succeeded,mysqld succeeded MySQL,mysqld,SYSTEM MODULE,MySQL,OBJECT,succeeded,none,,MySQL,OBJECT,Mysql,Supports,45,True,"The log message indicates an error in writing meta data for a metric to RRD, which is not a normal execution process."
108,179,<*> <*> NFS <*> succeeded,  NFS  succeeded,NFS succeeded,NFS,SYSTEM MODULE,none,none,none,successful,,NFS,SYSTEM MODULE,Nfs,Register_security,20,False,The log message indicates a standard process of mounting filesystems.
109,852,e<*>: eth<*>: e<*>_watchdog: NIC Link is Down,e: eth: e_watchdog: NIC Link is Down,e_watchdog NIC Link Down,ewatchdog,SYSTEM MODULE,NIC,OBJECT,link down,none,,NIC,OBJECT,Nic,LinkDown,844,True,The log message contains kernel errors which indicate abnormal execution processes.
110,689,e<*>: eth<*>: e<*>_watchdog: NIC Link is Up <*> Mbps Full Duplex,e: eth: e_watchdog: NIC Link is Up  Mbps Full Duplex,e_watchdog monitoring NIC Link,ewatchdog,SYSTEM MODULE,NIC,OBJECT,Link is Up,none,,NIC,OBJECT,Nic,LinkIsUp,449,True,"The log message indicates a segmentation fault, which is a clear indicator of abnormal execution process."
111,692,<*> NMI <*> ... <*>, NMI  ... ,NMI process,NMI,SYSTEM MODULE,none,none,none,none,,NMI,SYSTEM MODULE,Nmi,Supports,439,True,"The log message contains kernel and driver information, which may indicate abnormal execution processes."
112,809,No NUMA configuration found,No NUMA configuration found,No NUMA configuration found,none,none,NUMA configuration,OBJECT,none,error,,NUMA configuration,OBJECT,NumaConfiguration,none,404,False,"The log message indicates the start of a PanFS device, which is a normal execution process."
113,324,slot<*>:<*> <*> Osa: Leaf <*> is reporting fiber latch fault condition on port <*>,slot:  Osa: Leaf  is reporting fiber latch fault condition on port ,slot reporting fiber latch fault,slot,OBJECT,Osa,OBJECT,reporting,fault condition,,Osa,OBJECT,Osa,Reporting,1137,False,"Log message indicates that the execution process succeeded, which is expected"
114,691,PCI: Using <*> <*> <*>,PCI: Using   ,PCI using,PCI,SYSTEM MODULE,none,none,using,none,,PCI,SYSTEM MODULE,Pci,Using,411,True,The log message indicates a kernel error related to the processor APIC version.
115,799,PCI: Transparent bridge - <*>:<*>:<*>e.<*>,PCI: Transparent bridge - ::e.,PCI Transparent bridge,PCI,SYSTEM MODULE,Transparent bridge,OBJECT,none,none,,PCI,SYSTEM MODULE,Pci,Register_security,410,True,"The log message indicates that something was not found, which could be an abnormal execution process."
116,803,PCI: Probing PCI hardware (bus <*>),PCI: Probing PCI hardware (bus ),PCI probing hardware,PCI,SYSTEM MODULE,hardware,OBJECT,probing,none,,PCI,SYSTEM MODULE,Pci,Probing,409,True,"The log message indicates a kernel panic, which is an abnormal execution process."
117,762,PCI<*> PALO PBLO VPR<*> PBHI PICH,PCI PALO PBLO VPR PBHI PICH,PCI interacting with PICH,PCI,SYSTEM MODULE,PICH,OBJECT,none,none,,PCI,SYSTEM MODULE,Pci,Supports,408,False,"The log message does not indicate any abnormal behavior, it is a common message in tftp client interactions."
118,772,PCI-DMA: Using software bounce buffering for IO (SWIOTLB),PCI-DMA: Using software bounce buffering for IO (SWIOTLB),PCI-DMA using software bounce buffering,PCI-DMA,SYSTEM MODULE,software bounce buffering,OBJECT,using,none,,PCI-DMA,SYSTEM MODULE,Pci-dma,Using,407,True,"The log message indicates an ACPI interrupt source override, which may be a sign of abnormal behavior in the execution process."
119,270,kernel: PCI-DMA: Using software bounce buffering for IO (SWIOTLB),kernel: PCI-DMA: Using software bounce buffering for IO (SWIOTLB),PCI-DMA using software buffering for IO,PCI-DMA,SYSTEM MODULE,IO,OBJECT,using software bounce buffering,none,,PCI-DMA,SYSTEM MODULE,Pci-dma,UsingSoftwareBounceBuffering,163,True,"The log message indicates a kernel panic, which is an abnormal execution process."
120,300,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log Exit code = <*> <*> <*>,spsetup.sh[]: Package Release ID=R Package Description=Dell    A Support Log path=/var/log/##/updatepackage/log/support/R.log Exit code =   ,Installing Dell Support Package,spsetup.sh,SYSTEM MODULE,Package,OBJECT,installing,none,,Package,OBJECT,Package,Installing,312,True,The log message contains a warning indicating a potential issue with the execution process.
121,945,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log Exit code = <*> (Failure),spsetup.sh[]: Package Release ID=R Package Description=Dell    A Support Log path=/var/log/##/updatepackage/log/support/R.log Exit code =  (Failure),Package Release Failure,spsetup.sh,SYSTEM MODULE,Package,OBJECT,none,Failure,,Package,OBJECT,Package,none,754,False,"The log message indicates a successful termination of a process, which is a normal execution process."
122,341,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log,spsetup.sh[]: Package Release ID=R Package Description=Dell    A Support Log path=/var/log/##/updatepackage/log/support/R.log,releasing Dell package,spsetup.sh,SYSTEM MODULE,Package,OBJECT,releasing,none,,Package,OBJECT,Package,Releasing,743,True,The log message indicates a kernel process which may be abnormal and requires further investigation.
123,784,postfix/postfix-script: <*> the Postfix mail system,postfix/postfix-script:  the Postfix mail system,postfix-script starting Postfix mail system,postfix-script,SYSTEM MODULE,Postfix mail system,OBJECT,start,none,,Postfix mail system,OBJECT,PostfixMailSystem,Register_security,805,True,"The log message contains unusual characters and format, indicating a potential abnormality in the execution process."
124,256,kernel: RAMDISK driver initialized: <*> RAM disks of <*>K size <*> blocksize,kernel: RAMDISK driver initialized:  RAM disks of K size  blocksize,RAMDISK driver initialized RAM disks,RAMDISK driver,SYSTEM MODULE,RAM disks,OBJECT,initialized,none,,RAM disks,OBJECT,RamDisks,Initialized,172,True,The log message indicates a Non-Maskable Interrupt (NMI) which is an abnormal event that can disrupt the normal execution process.
125,769,RAMDISK driver initialized: <*> RAM disks of <*>K size <*> blocksize,RAMDISK driver initialized:  RAM disks of K size  blocksize,RAMDISK driver initialized RAM disks,RAMDISK driver,SYSTEM MODULE,RAM disks,OBJECT,initialized,none,,RAM disks,OBJECT,RamDisks,Initialized,415,True,"The log message indicates divert not allocating divert_blk for non-ethernet device, which is abnormal behavior."
126,914,RPC: failed to contact portmap (errno -<*>).,RPC: failed to contact portmap (errno -).,RPC failed to contact portmap,RPC,SYSTEM MODULE,portmap,OBJECT,contact,failed,,RPC,SYSTEM MODULE,Rpc,Register_security,295,True,"The log message contains kernel errors related to network interfaces, which could indicate abnormal execution processes."
127,913,RPC: sendmsg returned error <*>,RPC: sendmsg returned error ,RPC sendmsg error,RPC,SYSTEM MODULE,sendmsg,OBJECT,returned error,none,,RPC,SYSTEM MODULE,Rpc,ReturnedError,296,False,"The log message indicates the startup of pbs_mom, which is a normal execution process."
128,912,portmap: RPC call returned error <*>,portmap: RPC call returned error ,portmap RPC call error,portmap,SYSTEM MODULE,RPC call,OBJECT,returned error,error,,RPC call,OBJECT,RpcCall,ReturnedError,301,True,"The log message indicates a kernel error related to a serial port and IRQ, which could potentially disrupt the normal execution process."
